26.070,25.410,0.710,0.652,0.686,0.799,0.723,0.440,2.530
26.340,25.280,0.685,0.648,0.702,0.825,0.725,0.451,2.330
24.950,23.640,0.651,0.649,0.673,0.807,0.731,0.444,2.180
26.270,24.340,0.679,0.681,0.700,0.823,0.740,0.481,2.250
29.370,26.380,0.751,0.733,1.005,0.899,0.868,0.577,2.460
28.340,26.990,0.730,0.710,1.270,0.880,0.794,0.687,2.710
28.080,27.330,0.761,0.759,1.250,0.858,0.806,0.618,2.810
28.830,27.630,0.782,0.783,0.934,0.878,0.759,0.640,2.670
29.870,27.810,0.823,0.844,0.773,0.885,0.768,0.606,2.640
30.100,27.760,0.839,0.845,0.787,0.901,0.773,0.530,2.520
31.070,29.490,0.961,0.928,0.844,0.950,0.827,0.554,2.700
32.140,30.300,0.945,0.921,0.828,0.984,0.836,0.560,2.740
31.290,28.390,0.891,0.861,0.754,0.991,0.755,0.509,2.810
27.990,25.470,0.828,0.788,0.711,0.940,0.696,0.474,2.770
26.920,24.330,0.839,0.804,0.749,0.902,0.754,0.480,2.880
25.600,23.280,0.740,0.725,0.709,0.809,0.700,0.470,2.920
24.870,21.660,0.684,0.706,0.708,0.799,0.692,0.461,3.030
26.660,22.990,0.752,0.757,0.787,0.824,0.761,0.478,3.110
25.950,23.280,0.743,0.745,0.798,0.830,0.732,0.469,3.110
26.750,24.960,0.826,0.860,0.721,0.808,0.711,0.467,3.150
28.700,26.900,0.864,0.904,0.747,0.812,0.751,0.490,3.260
29.880,28.670,0.915,0.894,0.801,0.802,0.800,0.526,3.560
29.460,29.050,0.910,0.894,0.773,0.792,0.783,0.544,4.040
29.980,29.640,0.976,0.934,0.763,0.803,0.765,0.567,4.360
29.790,28.670,0.946,0.920,0.755,0.801,0.755,0.557,4.190
32.450,29.810,0.983,0.985,0.776,0.814,0.781,0.559,4.300
33.550,29.780,0.955,0.988,0.780,0.845,0.786,0.543,4.280
32.120,31.030,0.966,0.968,0.822,0.910,0.826,0.559,4.390
30.400,30.900,0.829,0.880,0.795,0.927,0.794,0.558,4.150
30.440,30.530,0.911,0.869,0.793,0.884,0.803,0.552,4.180
30.650,27.950,0.880,0.852,0.785,0.891,0.810,0.551,3.980
28.020,26.020,0.803,0.748,0.757,0.881,0.782,0.544,3.720
28.500,26.480,0.854,0.781,0.807,0.926,0.808,0.547,4.010
30.140,28.340,0.823,0.823,0.838,0.963,0.846,0.547,4.440
31.820,30.070,0.874,0.865,0.881,1.017,0.886,0.582,4.330
